transaction_id,amount,transaction_time,merchant_type,location,device_type,customer_id,is_fraud
90,2361.6,55561,Travel,Chennai,Web,7553,0
91,598.85,62260,Bills,Bangalore,Web,7869,0
92,3566.51,15438,Fuel,Mumbai,POS,8531,0
93,3804.16,48442,Shopping,Hyderabad,POS,4094,0
94,2806.82,2994,Online,Chennai,POS,3365,0
95,3855.06,1813,Travel,Delhi,Web,7668,0
96,2469.48,84381,Online,Mumbai,Mobile,6000,0
97,2614.14,55276,Bills,Hyderabad,Web,8920,1
98,2138.28,41243,Shopping,Bangalore,POS,4347,0
99,128.07,62912,Travel,Mumbai,Web,4675,0
100,540.35,60272,Bills,Mumbai,POS,1952,0
101,158.11,42051,Online,Chennai,POS,4300,0
102,3182.42,78854,Online,Hyderabad,Mobile,4179,0
103,1572.47,82736,Travel,Chennai,Mobile,4247,0
104,2543.34,65618,Shopping,Chennai,POS,5415,0
105,4537.92,1920,Online,Delhi,POS,4357,0
106,1247.21,77219,Fuel,Bangalore,Web,7472,0
107,2052.5,76872,Bills,Mumbai,POS,6996,0
108,3778.0,81132,Travel,Hyderabad,Web,5848,0
109,1144.76,2093,Food,Bangalore,POS,6475,0
110,385.82,12905,Food,Bangalore,Mobile,2037,0
111,1449.47,24351,Shopping,Hyderabad,Mobile,9262,0
112,806.95,30981,Fuel,Bangalore,POS,8008,0
113,4648.56,73903,Online,Delhi,Web,6931,0
114,4040.79,70821,Food,Bangalore,Web,6642,0
115,3167.39,82289,Shopping,Delhi,Web,1105,0
116,4357.43,84021,Bills,Mumbai,POS,1769,0
117,4018.56,78513,Fuel,Mumbai,POS,3940,0
118,933.66,19874,Fuel,Chennai,Mobile,8899,0
119,4462.9,50931,Shopping,Delhi,Mobile,7614,0
120,2697.17,7674,Shopping,Mumbai,POS,6805,0
121,4037.39,50516,Online,Bangalore,Mobile,5355,0
122,4480.56,60686,Shopping,Hyderabad,Web,1933,0
123,1590.7,69212,Online,Hyderabad,Web,9766,0
124,551.15,2426,Online,Delhi,POS,6660,0
125,1140.45,68498,Travel,Chennai,Web,6906,0
126,2136.11,29943,Fuel,Bangalore,POS,7050,0
127,4090.26,66395,Bills,Delhi,Web,9261,0
128,4303.79,44816,Fuel,Hyderabad,POS,5474,0
129,35.75,4138,Fuel,Delhi,Web,1254,0
130,2554.23,75945,Travel,Bangalore,Web,8087,0
131,2087.64,4017,Online,Mumbai,Mobile,5787,0
132,1111.32,10451,Online,Bangalore,Mobile,8862,1
133,600.21,62956,Shopping,Mumbai,Mobile,7356,0
134,1688.74,10278,Travel,Mumbai,Mobile,4742,0
135,4714.61,43764,Shopping,Mumbai,Mobile,3035,0
136,1616.69,1134,Travel,Delhi,Mobile,2967,0
137,2594.43,62943,Shopping,Hyderabad,POS,9291,0
138,3515.39,54318,Food,Delhi,POS,2852,0
139,1818.78,60128,Fuel,Hyderabad,Mobile,4183,0
140,4858.94,21869,Fuel,Bangalore,POS,7618,0
141,4812.27,5039,Bills,Chennai,Mobile,9303,0
142,1259.66,21281,Online,Bangalore,POS,1182,1
143,2486.75,10442,Bills,Delhi,Web,7740,0
144,1505.09,73788,Food,Delhi,POS,1164,0
145,1424.92,27586,Bills,Hyderabad,POS,7958,0
146,185.4,53053,Fuel,Delhi,POS,3137,0
147,3048.21,50489,Online,Mumbai,Web,1454,0
148,2513.89,83104,Food,Delhi,Mobile,3285,0
149,258.34,86346,Fuel,Hyderabad,POS,8846,0
150,1393.95,67087,Shopping,Hyderabad,POS,5822,0
151,4541.42,12625,Travel,Mumbai,Web,1541,0
152,1198.57,34397,Food,Hyderabad,Mobile,7033,1
153,725.33,58671,Online,Chennai,POS,3665,0
154,2447.77,66897,Bills,Bangalore,Web,8149,0
155,4928.27,26149,Bills,Delhi,Mobile,6798,0
156,1211.03,60030,Food,Chennai,Mobile,6785,0
157,3361.01,69906,Online,Delhi,POS,5614,1
158,3808.34,5283,Food,Chennai,POS,5292,0
159,1188.95,7610,Online,Delhi,POS,7189,0
160,3641.35,43326,Bills,Mumbai,POS,7673,0
161,1839.55,14924,Fuel,Hyderabad,Web,2688,0
162,3161.9,76162,Shopping,Hyderabad,Web,6095,0
163,3168.02,869,Fuel,Mumbai,POS,8583,1
164,2679.34,1014,Shopping,Chennai,Mobile,8824,0
165,452.36,10103,Bills,Bangalore,POS,2637,1
166,4176.68,82522,Fuel,Chennai,Mobile,6966,0
167,1604.58,33458,Fuel,Hyderabad,Mobile,5670,0
168,933.41,82409,Food,Bangalore,Mobile,6203,0
169,204.83,23248,Travel,Delhi,Web,6134,0
170,2954.87,43516,Bills,Bangalore,Mobile,2890,0
171,3388.14,29061,Online,Chennai,Mobile,4205,0
172,83.92,24170,Bills,Mumbai,Web,9669,0
173,2560.95,8024,Online,Delhi,Mobile,3366,0
174,1133.25,82214,Online,Chennai,Mobile,8559,0
175,3226.22,85947,Shopping,Delhi,POS,3526,0
176,872.66,43803,Online,Bangalore,Mobile,8807,0
177,3455.0,19296,Online,Hyderabad,Mobile,1366,0
178,1934.29,18257,Food,Chennai,Mobile,7521,0
179,4683.71,12855,Fuel,Mumbai,Mobile,7606,0
180,688.47,85178,Bills,Bangalore,Mobile,1012,0
181,1705.99,20025,Bills,Chennai,Web,9727,0
182,568.25,4458,Online,Mumbai,Mobile,4239,0
183,4623.54,63610,Travel,Chennai,Mobile,3317,0
184,4386.82,70843,Bills,Bangalore,Web,5042,0
185,1290.45,83961,Online,Chennai,Web,8485,0
186,3300.26,49831,Shopping,Delhi,Mobile,1375,0
187,4086.29,43427,Shopping,Bangalore,Mobile,1256,0
188,2776.45,38506,Shopping,Chennai,Mobile,1449,0
189,2648.72,5668,Online,Hyderabad,POS,4212,0
190,1210.02,47195,Food,Chennai,POS,7175,0
191,466.42,73233,Travel,Delhi,Mobile,6943,0
192,4486.18,24417,Online,Mumbai,Web,9026,0
193,4502.19,81982,Food,Mumbai,Mobile,8446,0
194,3165.87,10751,Food,Mumbai,Web,2308,0
195,1695.81,46218,Bills,Hyderabad,Web,9339,0
196,1746.7,7352,Online,Delhi,Web,5016,0
197,3630.05,79052,Online,Bangalore,Mobile,4940,0
198,4485.65,28927,Food,Mumbai,Mobile,7713,0
199,4435.55,41094,Food,Delhi,Web,5071,0
200,3899.6,54122,Food,Chennai,POS,9107,0
201,3210.52,29493,Bills,Hyderabad,POS,6912,0
202,421.62,73539,Online,Delhi,POS,1442,0
203,808.98,31707,Food,Delhi,Web,3944,0
204,4492.87,68814,Shopping,Bangalore,Mobile,4936,0
205,3032.54,7296,Online,Delhi,Web,1398,0
206,46.98,25398,Bills,Bangalore,POS,3995,0
207,508.26,35842,Shopping,Hyderabad,Mobile,7329,0
208,3317.85,13261,Fuel,Hyderabad,Web,3216,0
209,26.3,76709,Online,Chennai,Web,2707,0
210,804.88,56704,Fuel,Bangalore,POS,6766,0
211,2744.12,67173,Food,Bangalore,Web,6677,0
212,3459.78,31781,Bills,Mumbai,Mobile,3568,0
213,3260.15,13652,Food,Mumbai,POS,8638,0
214,1122.12,5103,Bills,Chennai,POS,1160,0
215,3561.18,25500,Travel,Hyderabad,Mobile,9067,0
216,1187.01,35529,Food,Mumbai,POS,4904,0
217,1627.67,18452,Fuel,Delhi,Web,4573,0
218,3732.71,49393,Bills,Hyderabad,Web,2825,0
219,3248.51,31174,Food,Delhi,POS,6582,0
220,4246.27,64450,Online,Bangalore,Mobile,2176,0
221,3288.41,35436,Bills,Hyderabad,Web,5918,0
222,2841.97,47406,Bills,Chennai,Mobile,5880,0
223,469.28,63059,Food,Bangalore,Web,4220,0
224,1839.21,15954,Travel,Bangalore,Web,8820,0
225,1326.75,82722,Food,Delhi,POS,1130,1
226,1220.7,12356,Fuel,Bangalore,POS,7659,0
227,4865.08,2187,Fuel,Mumbai,Mobile,4562,0
228,1966.1,77243,Bills,Hyderabad,POS,2499,0
229,4460.34,35098,Bills,Mumbai,Web,8430,0
230,3156.06,21225,Food,Delhi,Web,8705,0
231,3974.26,3606,Fuel,Delhi,Mobile,8626,0
232,2513.68,57620,Fuel,Hyderabad,Mobile,7679,0
233,2884.94,32828,Travel,Bangalore,Web,3788,0
234,2463.1,26489,Online,Chennai,POS,5876,0
235,977.02,14387,Travel,Delhi,POS,4708,0
236,3612.54,69463,Shopping,Hyderabad,Mobile,2769,0
237,1404.58,71832,Travel,Chennai,Mobile,7731,0
238,122.56,2591,Food,Bangalore,Web,4044,0
239,3227.72,48516,Online,Delhi,Web,1375,0
240,886.38,62061,Food,Hyderabad,Mobile,7347,0
241,4702.35,66736,Shopping,Hyderabad,Web,4036,0
242,4769.69,81257,Online,Hyderabad,Mobile,9852,0
243,4574.41,61753,Bills,Delhi,Mobile,7218,0
244,1851.42,84774,Fuel,Chennai,POS,1740,0
245,78.27,11087,Travel,Hyderabad,Mobile,9495,0
246,4641.66,30816,Food,Bangalore,Web,2085,0
247,2141.49,23408,Shopping,Hyderabad,POS,2210,0
248,4833.31,136,Fuel,Chennai,POS,9420,0
249,4818.14,17413,Travel,Delhi,Web,4119,0
250,4265.19,59500,Fuel,Hyderabad,Web,1267,0
251,1472.95,84514,Travel,Hyderabad,Web,3774,0
252,1926.1,56358,Bills,Bangalore,Mobile,5349,0
253,4255.83,66197,Online,Bangalore,POS,5965,0
254,1585.29,32854,Fuel,Hyderabad,Mobile,9125,1
255,848.29,76240,Fuel,Hyderabad,Mobile,4459,0
256,2784.45,16322,Fuel,Bangalore,Mobile,1989,0
257,4680.84,6968,Online,Chennai,Mobile,1937,0
258,3480.45,27518,Shopping,Mumbai,POS,7654,0
259,2850.74,51925,Travel,Mumbai,POS,7989,0
260,486.79,59848,Bills,Hyderabad,Mobile,9631,0
261,3075.42,1700,Fuel,Bangalore,Web,8342,0
262,4950.28,23199,Online,Delhi,POS,7023,0
263,701.28,44589,Shopping,Delhi,Mobile,3358,0
264,2592.13,32115,Travel,Mumbai,Web,4345,0
265,4386.99,61934,Online,Chennai,Web,7360,0
266,3704.1,54316,Bills,Mumbai,Mobile,5816,1
267,3485.38,5520,Bills,Hyderabad,POS,4743,0
268,3512.72,36455,Travel,Chennai,Web,8159,0
269,1798.1,41605,Fuel,Delhi,POS,1518,0
270,1468.67,14955,Bills,Bangalore,POS,1268,0
271,4047.0,44049,Shopping,Bangalore,Web,6444,0
272,4050.76,13917,Online,Hyderabad,Mobile,6475,0
273,4335.49,70293,Shopping,Mumbai,Web,5185,0
274,4566.29,78581,Fuel,Hyderabad,Web,6161,0
275,2557.2,64925,Shopping,Bangalore,POS,4865,0
276,2508.08,70269,Shopping,Delhi,Mobile,9011,0
277,3991.68,30954,Food,Bangalore,POS,3335,0
278,3250.17,72617,Shopping,Chennai,Web,4674,0
279,3510.13,41458,Travel,Bangalore,Mobile,5576,0
280,3979.17,21113,Online,Bangalore,Mobile,1500,0
281,4450.14,43939,Food,Chennai,Mobile,9083,0
282,1690.64,29345,Online,Mumbai,Mobile,9294,0
283,1878.54,46313,Online,Bangalore,Mobile,6543,0
284,470.82,69166,Fuel,Hyderabad,Web,3746,0
285,2891.82,47861,Fuel,Bangalore,Web,4276,0
286,180.68,49298,Food,Hyderabad,Web,4085,0
287,2328.52,47221,Bills,Chennai,POS,6735,0
288,2713.68,44942,Fuel,Bangalore,Mobile,8796,0
289,1433.42,3453,Fuel,Chennai,Mobile,7613,0
290,2954.58,54935,Fuel,Chennai,Web,2327,0
291,153.47,43370,Online,Mumbai,Mobile,8772,0
292,187.7,8328,Food,Bangalore,POS,4746,0
293,4113.18,15534,Online,Hyderabad,Mobile,6684,0
294,1801.59,85280,Travel,Hyderabad,Mobile,3562,0
295,636.18,84925,Online,Bangalore,POS,5163,0
296,2611.69,36320,Travel,Mumbai,Web,4317,1
297,3850.2,49170,Shopping,Mumbai,Web,3436,0
298,1079.89,80201,Shopping,Mumbai,Mobile,6769,0
299,3114.83,8640,Travel,Hyderabad,POS,9499,0
300,427.65,30049,Travel,Chennai,Web,6918,0
301,259.36,5618,Online,Mumbai,Web,2089,0
302,2657.24,56053,Travel,Hyderabad,Web,5555,0
303,2703.63,1920,Food,Hyderabad,Mobile,3394,0
304,3187.51,43937,Shopping,Chennai,POS,7468,0
305,3630.73,69724,Shopping,Bangalore,Mobile,5004,0
306,4879.28,12207,Bills,Bangalore,Web,1666,0
307,2581.99,65774,Travel,Mumbai,POS,6718,0
308,1615.46,32972,Fuel,Mumbai,Mobile,6152,0
309,3976.14,10799,Fuel,Chennai,Web,3234,0
310,1354.89,71088,Travel,Mumbai,Web,7335,0
311,2195.42,28916,Food,Chennai,Mobile,2236,0
312,393.2,70463,Fuel,Hyderabad,Web,2623,0
313,127.73,76700,Bills,Mumbai,Web,2374,0
314,4813.28,37158,Travel,Hyderabad,POS,8275,0
315,4180.06,84607,Food,Delhi,Web,7359,1
316,3480.18,71696,Food,Chennai,Mobile,1176,0
317,2045.36,61510,Online,Delhi,POS,7704,0
318,867.3,58692,Food,Mumbai,Mobile,3928,0
319,783.03,61744,Fuel,Hyderabad,Web,9817,0
320,1251.96,15810,Fuel,Mumbai,POS,8617,0
321,2746.58,5126,Travel,Delhi,POS,8614,0
322,3573.27,30009,Travel,Mumbai,POS,4715,0
323,3301.33,192,Food,Bangalore,POS,5274,0
324,1400.39,36413,Bills,Delhi,Mobile,9586,0
325,4774.37,12816,Shopping,Mumbai,Web,5971,0
326,3689.75,39082,Online,Hyderabad,Web,9389,0
327,2772.22,65048,Shopping,Mumbai,POS,1968,0
328,3058.99,50940,Food,Hyderabad,Web,4155,0
329,2098.58,32130,Food,Bangalore,Mobile,5764,0
330,1239.41,40142,Shopping,Mumbai,Web,3504,0
331,1780.51,36468,Online,Bangalore,Mobile,8643,0
332,3789.47,30698,Shopping,Delhi,Mobile,7006,0
333,72.95,10655,Travel,Hyderabad,Web,8962,1
334,581.25,47897,Fuel,Delhi,Mobile,8943,0
335,230.97,30075,Bills,Hyderabad,Mobile,2269,0
336,204.6,9359,Travel,Bangalore,Mobile,2364,0
337,4277.45,42056,Fuel,Chennai,Mobile,7716,0
338,3518.59,51831,Bills,Mumbai,POS,1923,0
339,2371.39,59191,Bills,Bangalore,Web,1470,0
340,490.07,33272,Bills,Hyderabad,POS,7597,0
341,2458.59,14671,Food,Hyderabad,Mobile,3954,0
342,2367.89,27048,Bills,Hyderabad,Web,2148,0
343,866.84,76274,Online,Hyderabad,Mobile,4086,0
344,2169.82,25963,Shopping,Mumbai,Web,1629,0
345,1993.13,43954,Online,Delhi,POS,8407,0
346,3079.63,72309,Shopping,Chennai,Web,1774,0
347,3175.83,717,Travel,Mumbai,Mobile,9551,1
348,227.47,11676,Travel,Hyderabad,Web,9709,0
349,1873.69,4434,Shopping,Mumbai,Web,2343,0
350,3129.67,49810,Online,Bangalore,POS,8398,0
351,2516.18,4994,Shopping,Hyderabad,Mobile,8197,0
352,4282.59,4234,Bills,Chennai,Web,6016,0
353,3293.81,69300,Food,Hyderabad,POS,8797,0
354,815.51,43949,Travel,Chennai,Web,3899,0
355,353.77,37405,Food,Chennai,Mobile,1934,0
356,3212.45,34872,Bills,Delhi,Web,2986,0
357,133.53,42215,Bills,Delhi,Web,5996,0
358,2929.29,23185,Travel,Mumbai,Web,7542,0
359,4701.21,43442,Travel,Mumbai,Web,6465,0
360,2877.8,51759,Bills,Chennai,Mobile,7311,0
361,1941.46,41153,Fuel,Hyderabad,POS,9568,0
362,3216.8,77535,Food,Bangalore,POS,2505,0
363,2291.81,2581,Food,Bangalore,Web,6363,0
364,2728.54,51717,Fuel,Hyderabad,Mobile,2010,0
365,4707.38,2763,Online,Hyderabad,Mobile,4477,0
366,1931.13,55480,Food,Delhi,Mobile,8741,1
367,4805.99,38759,Shopping,Bangalore,Mobile,4857,0
368,4526.85,76067,Bills,Chennai,Mobile,4839,0
369,979.76,25307,Bills,Mumbai,Mobile,5268,0
370,347.74,11064,Fuel,Delhi,Web,3553,0
371,504.79,76848,Food,Bangalore,POS,5389,0
372,92.09,37548,Online,Hyderabad,POS,1551,0
373,473.12,36945,Food,Bangalore,Web,6566,0
374,3415.35,47937,Bills,Chennai,POS,6758,0
375,356.87,6476,Travel,Delhi,Mobile,4051,1
376,1595.56,51756,Shopping,Hyderabad,Mobile,6322,0
377,4224.53,2382,Fuel,Chennai,POS,3555,0
378,117.34,49683,Travel,Mumbai,Mobile,2089,0
379,4072.53,45276,Online,Delhi,Mobile,1458,0
380,1409.99,33402,Travel,Chennai,POS,5721,0
381,591.71,26946,Travel,Chennai,Web,7304,0
382,3483.99,79698,Online,Hyderabad,POS,2920,0
383,3145.09,73933,Travel,Mumbai,POS,8694,0
384,4387.48,22335,Fuel,Chennai,POS,6668,0
385,3675.62,45095,Bills,Delhi,POS,7298,0
386,4017.6,79930,Food,Chennai,Web,7629,0
387,1410.89,27197,Travel,Bangalore,Web,6146,0
388,888.02,22010,Fuel,Delhi,Mobile,2003,0
389,3753.32,24123,Food,Delhi,Mobile,4083,0
390,4034.37,2890,Food,Chennai,POS,3589,0
391,4952.54,8026,Travel,Hyderabad,Mobile,5310,0
392,2063.68,64925,Fuel,Delhi,Web,3241,0
393,1860.72,68842,Bills,Bangalore,Mobile,6766,0
394,3882.29,33665,Travel,Hyderabad,Mobile,8711,0
395,1704.68,9277,Online,Hyderabad,Mobile,5980,0
396,4653.86,42239,Food,Hyderabad,POS,1938,0
397,4292.21,47664,Travel,Delhi,Mobile,5301,0
398,2145.54,48008,Food,Hyderabad,Web,4970,0
399,3754.6,14683,Fuel,Chennai,Web,4999,0
400,3772.96,670,Shopping,Hyderabad,Web,5650,0
401,516.52,17889,Travel,Bangalore,Web,7627,0
402,4512.86,55612,Bills,Mumbai,Mobile,4408,0
403,2526.76,44535,Travel,Bangalore,POS,9962,0
404,4132.46,78542,Food,Delhi,Web,1248,0
405,1600.93,54319,Fuel,Hyderabad,Web,9564,0
406,4477.72,21639,Online,Hyderabad,POS,6950,0
407,1946.62,64712,Bills,Chennai,POS,3926,0
408,55.18,16633,Fuel,Hyderabad,Web,8975,0
409,4527.0,34660,Travel,Bangalore,Web,4857,0
410,457.34,68975,Online,Delhi,POS,5930,0
411,1597.25,32172,Fuel,Mumbai,Web,8014,0
412,4750.36,59197,Shopping,Hyderabad,Web,9893,0
413,4753.09,58847,Bills,Mumbai,Mobile,7966,1
414,2867.62,11577,Food,Hyderabad,POS,7587,0
415,3159.55,77299,Fuel,Delhi,Mobile,7496,0
416,2242.78,20176,Fuel,Bangalore,Mobile,6091,0
417,1466.76,44386,Shopping,Delhi,POS,9985,0
418,1643.99,63972,Travel,Mumbai,Mobile,1677,0
419,3362.92,41003,Bills,Hyderabad,Web,6909,0
420,3762.12,19996,Bills,Mumbai,Mobile,2561,0
421,3958.1,35931,Food,Bangalore,POS,5053,0
422,3948.3,35710,Fuel,Delhi,Web,9644,0
423,456.94,34693,Online,Mumbai,Web,4656,0
424,2472.61,35740,Fuel,Mumbai,Web,6234,0
425,288.74,77241,Food,Bangalore,Web,5146,0
426,2748.09,76502,Fuel,Hyderabad,Mobile,6488,0
427,2208.21,17374,Shopping,Mumbai,Mobile,9081,0
428,4438.63,76674,Fuel,Bangalore,Web,1209,0
429,1755.22,81471,Fuel,Hyderabad,POS,5983,0
430,586.22,45913,Online,Hyderabad,Web,8141,0
431,715.82,66025,Shopping,Delhi,Mobile,5945,0
432,3807.79,44516,Shopping,Bangalore,Web,8980,0
433,3091.47,26069,Fuel,Hyderabad,Mobile,4966,0
434,506.51,56233,Bills,Delhi,Web,9818,0
435,421.45,84811,Online,Chennai,POS,3824,0
436,3505.14,59049,Fuel,Bangalore,Web,2250,0
437,364.74,39178,Fuel,Chennai,POS,5758,0
438,4109.48,32821,Food,Hyderabad,POS,5363,0
439,3531.5,51727,Food,Bangalore,Web,3163,0
440,407.66,60935,Bills,Delhi,POS,2853,0
441,425.1,16999,Online,Hyderabad,POS,1753,0
442,4933.21,62522,Travel,Bangalore,Mobile,6448,0
443,1871.98,38712,Food,Bangalore,Mobile,2868,0
444,1853.84,64551,Travel,Chennai,POS,1181,0
445,4064.19,40172,Shopping,Hyderabad,Web,2513,0
446,4736.3,33722,Food,Delhi,POS,4344,0
447,4930.02,10625,Food,Delhi,Web,6238,0
448,3767.14,67165,Online,Hyderabad,Mobile,8089,0
449,1881.92,76509,Bills,Hyderabad,Web,7401,0
450,418.42,6859,Travel,Mumbai,POS,3556,0
451,3885.96,41609,Food,Chennai,POS,7098,0
452,2792.46,43307,Food,Hyderabad,POS,6280,0
453,2121.69,21839,Online,Hyderabad,POS,5244,0
454,4531.87,27216,Online,Mumbai,POS,3164,0
455,556.88,52953,Bills,Mumbai,Web,7601,0
456,2463.63,84481,Travel,Bangalore,POS,3021,0
457,57.76,60593,Shopping,Delhi,Mobile,3821,0
458,2343.83,72075,Bills,Chennai,POS,6938,0
459,282.46,49522,Shopping,Bangalore,Web,7132,0
460,594.97,4886,Fuel,Hyderabad,POS,6969,0
461,588.51,7485,Food,Mumbai,POS,7168,0
462,3246.4,31455,Travel,Delhi,Web,1713,0
463,3730.48,16767,Bills,Bangalore,POS,8203,0
464,2917.26,28453,Food,Delhi,Web,4545,0
465,4810.9,76280,Travel,Mumbai,POS,9414,0
466,1874.98,53442,Travel,Bangalore,Mobile,1863,0
467,1429.27,51877,Travel,Bangalore,POS,5625,0
468,4343.13,12226,Food,Delhi,Web,6307,0
469,1118.76,22588,Bills,Mumbai,Mobile,2425,0
470,4816.15,78976,Online,Hyderabad,Web,3304,0
471,61.76,31709,Food,Bangalore,POS,1653,0
472,4849.42,47788,Travel,Hyderabad,Mobile,9129,0
473,216.76,37019,Bills,Mumbai,Web,7734,0
474,4455.82,44948,Fuel,Bangalore,Mobile,1443,0
475,2638.98,65133,Shopping,Bangalore,Mobile,8459,0
476,4964.83,66458,Travel,Hyderabad,Web,5669,0
477,369.91,27526,Fuel,Chennai,Mobile,6106,0
478,2769.72,73493,Online,Hyderabad,Web,5436,0
479,4846.54,52198,Travel,Hyderabad,Mobile,3857,0
480,2615.97,43395,Fuel,Chennai,Mobile,4039,0
481,3147.36,24031,Travel,Mumbai,Mobile,9291,0
482,3479.05,75542,Food,Mumbai,POS,3737,0
483,2273.25,37701,Bills,Bangalore,POS,7956,0
484,3138.16,25939,Fuel,Delhi,Web,6239,0
485,2921.99,49145,Bills,Delhi,Mobile,2607,0
486,4505.89,20324,Food,Bangalore,Web,3953,0
487,228.19,22867,Food,Delhi,POS,6933,0
488,1405.53,203,Bills,Hyderabad,POS,5682,0
489,4752.11,16544,Fuel,Hyderabad,POS,7333,0
490,4451.43,15899,Bills,Chennai,POS,8392,0
491,2278.83,29063,Bills,Chennai,Web,7609,0
